"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.269490286,      -15.13874387,      -15.41681291,      -3.548814887,      -8.945595546
          0,           0,           1,       -4.72490512,      -4.052617506,      -4.369913544,      -3.940304224,      -9.358304015
          0,           0,           2,      -4.734517569,      -4.169052375,       -4.69037232,      -3.969582847,      -10.05848958
          0,           0,           3,      -4.658253528,      -4.276511961,      -4.554158508,      -3.920199406,      -10.34243294
          0,           0,           4,      -4.561716605,      -4.341849613,      -4.476137384,      -3.826475301,      -10.53567855
          0,           0,           5,      -4.513557154,      -4.382471451,       -4.46199634,      -3.771890325,      -10.59098111
          0,           0,           6,      -4.503517491,      -4.413349403,      -4.486991989,      -3.754224304,      -10.58635863
          0,           0,           7,      -4.500995183,      -4.434749073,      -4.508090239,      -3.745322221,      -10.58232001
          0,           0,           8,      -4.489096042,      -4.441726225,       -4.50059672,       -3.73011674,      -10.58240959
          0,           0,           9,      -4.470576602,      -4.434824427,      -4.478477557,      -3.710414017,      -10.57458419
          0,           0,          10,      -4.453127562,      -4.418294939,      -4.459418101,      -3.691907994,      -10.55431215
          0,           0,          11,      -4.439570211,      -4.397328793,      -4.447323038,      -3.676789656,       -10.5265436
          0,           0,          12,      -4.429865401,      -4.375976345,      -4.439223101,      -3.665512881,      -10.49686493
          0,           0,          13,      -4.423766885,      -4.355549842,      -4.431982766,       -3.65818933,       -10.4666319
          0,           0,          14,      -4.421997797,      -4.335727523,      -4.424508717,      -3.655440263,      -10.43492522
          0,           0,          15,      -4.426046305,      -4.316693115,       -4.41735462,      -3.658595069,      -10.40152488
          0,           0,          16,      -4.436528834,      -4.299052321,      -4.411332852,      -3.668293326,      -10.36693458
          0,           0,          17,      -4.451267078,       -4.28263415,      -4.406601529,      -3.682364025,      -10.33239834
          0,           0,          18,      -4.465130321,      -4.266661497,       -4.40299837,      -3.695338235,      -10.29950751
          0,           0,          19,      -4.473128432,      -4.251098352,      -4.401078903,        -3.7016806,      -10.26928382
          0,           0,          20,      -4.474518848,      -4.237179535,      -4.402467086,      -3.700620719,      -10.24208838
          0,           0,          21,      -4.472890312,      -4.226436345,       -4.40900962,      -3.696391498,      -10.21818773
          0,           0,          22,      -4.472264103,      -4.219522108,      -4.421387813,      -3.693667178,      -10.19844847
          0,           0,          23,      -4.474014883,       -4.21597422,      -4.438178921,      -3.694088859,      -10.18370684
          0,           0,          24,      -4.476577356,      -4.214776384,      -4.455922768,      -3.696072176,      -10.17473549
          0,           0,          25,      -4.476909064,      -4.215034711,      -4.470633745,      -3.696472412,      -10.17192005
          0,           0,          26,      -4.472510707,      -4.216248822,      -4.480042232,      -3.692657892,        -10.175828
          0,           0,          27,       -4.46291699,      -4.218127329,      -4.484739866,      -3.683941856,       -10.1867316
          0,           0,          28,      -4.449773968,      -4.220259549,      -4.487045654,      -3.671650273,      -10.20467299
          0,           0,          29,      -4.435716538,      -4.221978506,      -4.488788634,      -3.658109712,      -10.22900629
          0,           0,          30,      -4.423065533,      -4.222507161,      -4.490034812,      -3.645460583,      -10.25887528
          0,           0,          31,      -4.413102395,      -4.221262673,      -4.489413317,      -3.634950453,      -10.29308952
          0,           0,          32,      -4.406031978,      -4.218119078,      -4.485653831,      -3.626842102,      -10.32870593
          0,           0,          33,      -4.401392712,      -4.213497536,      -4.479188164,      -3.620764034,      -10.36168982
          0,           0,          34,      -4.398643914,      -4.208269529,      -4.472599499,      -3.616274045,       -10.3858778
          0,           0,          35,      -4.397685104,      -4.203536494,       -4.46962983,      -3.613389937,      -10.39539538
          0,           0,          36,      -4.399065983,      -4.200389425,      -4.473705746,      -3.612825287,      -10.38655605
          0,           0,          37,      -4.403729385,      -4.199724912,      -4.486797422,      -3.615758652,      -10.36069428
