"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          82,      -6.510708939,      -5.459333303,      -6.072729649,      -5.292135393,      -9.975312967
          0,           0,          83,      -6.524108957,       -5.48566488,      -6.084578205,      -5.314286035,      -9.975388563
          0,           0,          84,      -6.534365833,      -5.511050504,      -6.092132176,       -5.33505913,      -9.975462348
          0,           0,          85,      -6.540741446,      -5.535246437,      -6.094689296,      -5.353756425,      -9.975434695
          0,           0,          86,      -6.542819059,       -5.55802672,      -6.092224045,      -5.369571417,       -9.97525228
          0,           0,          87,      -6.540664732,      -5.579195688,      -6.085336817,      -5.381799365,      -9.974892582
          0,           0,          88,      -6.534807533,      -5.598597218,      -6.075014583,      -5.390042279,      -9.974364604
          0,           0,          89,      -6.526072906,       -5.61612122,      -6.062339277,      -5.394324706,      -9.973714277
          0,           0,          90,      -6.515370914,       -5.63170729,      -6.048270942,      -5.395074365,       -9.97301534
          0,           0,          91,      -6.503526895,      -5.645345821,      -6.033548345,      -5.392986463,      -9.972353462
          0,           0,          92,      -6.491190443,      -5.657075715,      -6.018681585,      -5.388843503,      -9.971836419
          0,           0,          93,      -6.478813999,      -5.666980856,      -6.003998034,      -5.383363032,      -9.971647293
          0,           0,          94,       -6.46668089,      -5.675183187,       -5.98970536,      -5.377114412,      -9.971767929
          0,           0,          95,      -6.454950554,      -5.681836268,      -5.975949177,      -5.370498471,      -9.972221501
          0,           0,          96,      -6.443706707,      -5.687118541,      -5.962852145,      -5.363772026,      -9.973069752
          0,           0,          97,      -6.432997439,      -5.691225917,      -5.950532322,      -5.357093606,      -9.974347422
          0,           0,          98,      -6.422861418,      -5.694363593,      -5.939104341,      -5.350570298,      -9.976059774
          0,           0,          99,      -6.413340204,       -5.69673742,      -5.928670011,      -5.344292937,      -9.978198582
          0,           0,         100,      -6.404479554,      -5.698544562,      -5.919305559,        -5.3383559,      -9.980748429
          0,           0,         101,      -6.396323184,      -5.699964986,      -5.911051046,      -5.332860325,      -9.983651549
