"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.262890171,      -15.13246307,      -15.40922741,      -3.542214772,      -9.541288341
          0,           0,           1,      -4.730542809,      -4.339764472,      -4.356359101,      -3.976647885,      -10.05025958
          0,           0,           2,      -4.685878216,      -4.362130615,      -4.611018815,      -3.927788878,      -10.40494735
          0,           0,           3,      -4.627604681,       -4.40424698,      -4.525324852,      -3.889254622,      -10.54710965
          0,           0,           4,      -4.555272843,      -4.416510195,      -4.472287781,      -3.820186388,      -10.58980687
          0,           0,           5,      -4.520632605,      -4.423401253,      -4.478472056,      -3.780196526,      -10.58913748
          0,           0,           6,      -4.512367619,      -4.433632636,      -4.509784768,      -3.765045898,      -10.58377569
          0,           0,           7,       -4.50858028,       -4.44196566,      -4.523134399,      -3.755593545,      -10.58572992
          0,           0,           8,      -4.498790645,      -4.442411276,       -4.50906476,      -3.742417079,      -10.58578433
          0,           0,           9,      -4.484420902,      -4.432889414,      -4.486585085,      -3.726009168,      -10.57424996
          0,           0,          10,      -4.469407095,      -4.414341255,      -4.467737705,      -3.708972123,      -10.55240451
          0,           0,          11,      -4.456195314,       -4.39108329,       -4.45329175,      -3.693639478,      -10.52514408
          0,           0,          12,      -4.446114964,      -4.367313912,      -4.441062991,       -3.68176194,      -10.49602872
          0,           0,          13,      -4.440271437,      -4.344501274,      -4.429637366,      -3.674471745,      -10.46581163
          0,           0,          14,      -4.439950884,      -4.322655972,      -4.418647029,      -3.672816431,      -10.43375705
          0,           0,          15,      -4.446153396,      -4.301925847,      -4.408398484,      -3.677668276,      -10.39946021
          0,           0,          16,      -4.458250422,      -4.282385975,      -4.399237382,      -3.688408656,      -10.36360861
          0,           0,          17,      -4.472942486,      -4.263627022,      -4.391431824,      -3.701652959,      -10.32780411
          0,           0,          18,      -4.485275797,      -4.245415504,      -4.385578514,      -3.712140597,      -10.29352094
          0,           0,          19,      -4.492093412,      -4.228481081,      -4.383016337,      -3.716482759,      -10.26177455
          0,           0,          20,      -4.494649325,      -4.214240996,      -4.385427243,      -3.716174678,       -10.2330298
          0,           0,          21,      -4.496847559,      -4.203823179,      -4.394134856,      -3.715644023,      -10.20790039
          0,           0,          22,      -4.501626362,      -4.197416208,      -4.409200675,      -3.718204667,      -10.18709445
          0,           0,          23,      -4.508999999,       -4.19438155,      -4.429002496,      -3.724020083,       -10.1716553
          0,           0,          24,      -4.516317616,      -4.193752825,      -4.450463613,      -3.730502152,      -10.16253214
          0,           0,          25,      -4.519854898,      -4.194650392,       -4.47014083,      -3.733961938,      -10.16003471
          0,           0,          26,      -4.516994138,       -4.19638709,      -4.485750158,      -3.731671408,      -10.16481006
          0,           0,          27,      -4.507797437,      -4.198362208,      -4.497019182,      -3.723332309,      -10.17719379
          0,           0,          28,      -4.494837763,      -4.199952519,      -4.504991128,       -3.71102834,      -10.19706531
          0,           0,          29,      -4.481550136,      -4.200552505,      -4.510520325,      -3.697834132,      -10.22404521
          0,           0,          30,      -4.470530334,      -4.199738142,      -4.513407629,       -3.68624141,      -10.25747216
          0,           0,          31,      -4.462808147,      -4.197438213,      -4.512811154,      -3.677381999,      -10.29618456
          0,           0,          32,      -4.458054263,      -4.194005843,      -4.508569866,      -3.671123994,      -10.33708843
          0,           0,          33,      -4.455291552,      -4.190162379,      -4.502298346,      -3.666689996,      -10.37611565
          0,           0,          34,      -4.453768151,      -4.186844736,      -4.497281761,      -3.663472351,      -10.40672973
          0,           0,          35,      -4.453608022,      -4.185022108,      -4.497340793,      -3.661675429,      -10.42211187
          0,           0,          36,      -4.455860931,      -4.185538788,      -4.505592122,      -3.662414656,      -10.41796618
          0,           0,          37,      -4.461922308,      -4.189010621,      -4.523550515,      -3.667219283,      -10.39546812
          0,           0,          38,      -4.472682854,      -4.195773365,      -4.550328019,      -3.677259581,      -10.36010185
          0,           0,          39,      -4.487756411,      -4.205876023,      -4.581579612,      -3.692613733,      -10.31837956
