"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.200548463,      -15.68236917,      -15.94160148,      -3.479873064,      -10.57121254
          0,           0,           1,      -4.682437676,      -4.403523518,      -4.298135345,      -3.938600908,      -10.57977184
          0,           0,           2,      -4.659288825,      -4.401468108,       -4.57921092,      -3.909744324,      -10.61919413
          0,           0,           3,      -4.615372277,      -4.426411844,      -4.510228855,      -3.880130147,      -10.55415785
          0,           0,           4,      -4.531143785,      -4.421309225,      -4.433298031,      -3.796502662,      -10.53461775
          0,           0,           5,       -4.48229957,      -4.411079327,      -4.422760567,       -3.74349883,      -10.53013189
          0,           0,           6,      -4.459071037,      -4.406043286,      -4.445953594,      -3.714279562,      -10.53113436
          0,           0,           7,      -4.447686712,      -4.404020799,      -4.463442576,      -3.697461458,      -10.53519917
          0,           0,           8,       -4.44088102,      -4.401255552,      -4.458554458,      -3.687069273,      -10.53421761
          0,           0,           9,      -4.434978761,      -4.395619007,      -4.441552865,      -3.679175384,      -10.52061716
          0,           0,          10,      -4.427718604,      -4.384351538,      -4.423068766,       -3.67035002,      -10.49593666
          0,           0,          11,      -4.418211557,      -4.366530869,      -4.406148233,      -3.659016824,       -10.4670455
          0,           0,          12,      -4.408411922,      -4.344677427,      -4.391567038,      -3.647305701,      -10.43773642
          0,           0,          13,      -4.402630808,      -4.323064598,      -4.380650388,      -3.639969131,      -10.40822772
          0,           0,          14,      -4.404466331,      -4.304802989,      -4.374788457,      -3.640790661,      -10.37891174
          0,           0,          15,      -4.414725281,      -4.290606802,      -4.374485777,      -3.650406507,      -10.35071643
          0,           0,          16,      -4.431237355,      -4.279839949,      -4.379274757,      -3.666296979,      -10.32493692
          0,           0,          17,      -4.449920271,      -4.272013795,      -4.388158641,      -3.684154517,      -10.30346086
          0,           0,          18,      -4.466680909,      -4.267278187,      -4.400391457,      -3.700006523,      -10.28789045
          0,           0,          19,      -4.479424452,       -4.26586363,      -4.415769318,      -3.712029108,      -10.27893958
          0,           0,          20,      -4.488866703,      -4.267518297,      -4.434302071,      -3.720967384,       -10.2765929
          0,           0,          21,      -4.497708579,      -4.271521217,      -4.455660907,      -3.729247047,      -10.28079596
          0,           0,          22,      -4.508737812,      -4.277044099,      -4.478795686,      -3.739406544,      -10.29090024
          0,           0,          23,      -4.522946999,      -4.283379616,      -4.502168535,      -3.752448448,      -10.30703828
          0,           0,          24,      -4.538780892,      -4.289789398,      -4.523751451,      -3.767053072,      -10.32869667
          0,           0,          25,      -4.552554697,      -4.295318119,      -4.541336611,      -3.779715162,       -10.3554992
          0,           0,          26,      -4.560202494,      -4.298849524,      -4.553410731,      -3.786169874,      -10.38674352
          0,           0,          27,      -4.560167465,      -4.299561465,      -4.560319802,      -3.784289152,      -10.42051486
          0,           0,          28,      -4.555059737,      -4.297455875,      -4.564601933,      -3.776238137,      -10.45328411
          0,           0,          29,      -4.550195923,      -4.293513571,      -4.570000939,      -3.767375714,      -10.47987192
          0,           0,          30,      -4.550671341,      -4.289314767,      -4.579791746,      -3.763204716,      -10.49299864
          0,           0,          31,      -4.559457969,      -4.286459634,      -4.595597019,      -3.767239549,      -10.48735565
          0,           0,          32,      -4.576897386,      -4.286172019,      -4.616639654,      -3.780462065,      -10.46351284
          0,           0,          33,       -4.60070643,       -4.28921015,      -4.639451019,       -3.80144078,      -10.42573697
          0,           0,          34,      -4.626377599,      -4.295964508,      -4.658696285,      -3.826653144,      -10.37887751
          0,           0,          35,      -4.648575847,      -4.306604816,      -4.670016468,      -3.851266167,      -10.32714715
          0,           0,          36,      -4.663881624,      -4.321193255,       -4.67358117,      -3.871003264,       -10.2727218
          0,           0,          37,      -4.672935866,       -4.33973197,      -4.674448672,      -3.884451947,      -10.21686679
          0,           0,          38,      -4.679773334,      -4.362124568,      -4.679360711,       -3.89380151,      -10.16043932
          0,           0,          39,      -4.689184187,      -4.388072058,      -4.693714426,      -3.903196907,      -10.10370383
          0,           0,          40,      -4.704653882,       -4.41695475,      -4.720464906,       -3.91649618,      -10.04744392
          0,           0,          41,       -4.72772881,      -4.447797054,      -4.759904261,       -3.93608815,      -9.992471219
          0,           0,          42,      -4.758179204,      -4.479395384,      -4.809127691,      -3.962763225,       -9.93958845
          0,           0,          43,      -4.794263513,      -4.510633329,      -4.860964424,      -3.995938562,      -9.889929015
          0,           0,          44,      -4.833032357,      -4.540875226,      -4.904331953,      -4.033896906,      -9.844283977
          0,           0,          45,      -4.870963622,      -4.570191361,      -4.930113767,      -4.074003244,      -9.803056312
          0,           0,          46,      -4.905152762,      -4.599197585,      -4.939830598,      -4.113114405,      -9.766441848
          0,           0,          47,      -4.934322873,      -4.628609996,      -4.944396931,      -4.148295053,      -9.734198587
          0,           0,          48,      -4.959334899,      -4.658801855,      -4.954832061,      -4.178038802,      -9.705865593
          0,           0,          49,      -4.982511901,      -4.689568058,      -4.977512116,      -4.202907888,      -9.680852025
          0,           0,          50,       -5.00660053,      -4.720177901,      -5.014498683,      -4.225263697,      -9.658513385
          0,           0,          51,      -5.033909503,      -4.749723696,      -5.064529153,      -4.248236693,      -9.638588645
          0,           0,          52,      -5.065790456,      -4.777613651,      -5.123045096,      -4.274595565,      -9.621230746
          0,           0,          53,      -5.102438607,      -4.803945674,      -5.181989927,      -4.306054033,      -9.606863018
          0,           0,          54,      -5.142900013,      -4.829537259,       -5.23188102,        -4.3430201,      -9.595855724
          0,           0,          55,      -5.185317533,       -4.85558299,      -5.267833957,      -4.384578934,      -9.588400225
          0,           0,          56,       -5.22742908,      -4.883131632,      -5.293958116,      -4.428567715,      -9.584256341
          0,           0,          57,      -5.267181299,      -4.912702688,      -5.319336341,      -4.471931167,      -9.583008106
          0,           0,          58,      -5.303298292,        -4.9441976,      -5.351103097,      -4.511612599,      -9.584028513
