"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.926959827,      -3.871215389,      -3.652028458,      -2.905770528
          0,           0,           1,      -4.238965908,      -4.016656382,       -3.95402614,       -3.20729434
          0,           0,           2,      -4.365389439,      -4.070354665,      -4.034277946,      -3.332272406
          0,           0,           3,      -4.494589248,      -4.121825041,      -4.127376099,      -3.464734442
          0,           0,           4,      -4.615725899,      -4.205306837,      -4.244215905,      -3.590072402
          0,           0,           5,      -4.718959144,      -4.290356039,      -4.374348806,      -3.693644156
          0,           0,           6,      -4.811384712,      -4.350584615,      -4.484973931,      -3.787531594
          0,           0,           7,       -4.90660636,      -4.406321643,      -4.600589439,      -3.881292421
          0,           0,           8,      -5.002196186,      -4.458987528,      -4.720411848,      -3.974032839
          0,           0,           9,      -5.086330504,      -4.499736327,      -4.822467069,      -4.058829701
          0,           0,          10,      -5.158742445,      -4.535783305,      -4.917249087,      -4.130053229
          0,           0,          11,      -5.226026109,      -4.575926853,      -5.005992498,      -4.194834225
          0,           0,          12,      -5.296390722,      -4.615358555,      -5.081423835,        -4.2652457
          0,           0,          13,      -5.361837198,      -4.653941896,      -5.155124663,      -4.329552037
          0,           0,          14,      -5.419217606,      -4.694724977,      -5.228626759,      -4.386239022
          0,           0,          15,      -5.472711973,      -4.732255967,      -5.294270591,       -4.44075142
          0,           0,          16,        -5.5187585,      -4.767930577,      -5.358210539,      -4.486424383
          0,           0,          17,      -5.560333932,      -4.804342559,      -5.416492859,      -4.526607307
          0,           0,          18,      -5.607227478,      -4.839140821,      -5.463954616,      -4.573383356
          0,           0,          19,      -5.647199757,      -4.871636991,      -5.509984705,      -4.612716013
          0,           0,          20,      -5.682345241,      -4.904205174,      -5.554655578,       -4.64703296
          0,           0,          21,      -5.726953675,      -4.937327693,      -5.596688014,      -4.692227186
          0,           0,          22,       -5.76441887,       -4.96922581,      -5.642941794,      -4.729760511
