"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.693988969,      -3.693893318,      -3.575844771,       -2.97331357
          0,           0,           1,      -3.929341654,      -3.817192389,       -3.79357222,      -3.203988484
          0,           0,           2,      -3.924095768,       -3.86771579,      -3.816114611,      -3.204230607
          0,           0,           3,      -3.971915392,      -3.920604364,       -3.88894936,      -3.250282461
          0,           0,           4,      -4.021946512,      -3.981713818,      -3.972521155,      -3.307445326
          0,           0,           5,      -4.078198948,       -4.02402085,      -4.052944265,      -3.362115232
          0,           0,           6,      -4.153899555,       -4.07679407,      -4.142744319,      -3.430880903
          0,           0,           7,      -4.215077098,      -4.131302414,      -4.243494741,      -3.497871105
          0,           0,           8,      -4.276914407,       -4.18429294,      -4.345707703,      -3.555689261
          0,           0,           9,      -4.337653365,      -4.229104884,      -4.432445562,      -3.607228178
          0,           0,          10,      -4.380135043,      -4.271123479,      -4.510672542,      -3.658763705
          0,           0,          11,      -4.421601259,      -4.312618917,      -4.580810578,      -3.697699834
          0,           0,          12,      -4.475067592,      -4.354225848,      -4.651435838,      -3.741091617
          0,           0,          13,      -4.529980387,      -4.395808515,      -4.726290451,      -3.791488522
          0,           0,          14,      -4.593229523,      -4.433166004,      -4.796456651,      -3.850535216
          0,           0,          15,      -4.657538001,       -4.47868865,       -4.85471851,      -3.925467772
          0,           0,          16,      -4.712461027,      -4.525346172,      -4.911429627,      -3.983399119
          0,           0,          17,      -4.764473064,      -4.567860142,      -4.956949325,      -4.028118903
          0,           0,          18,      -4.800253763,       -4.60702759,        -5.0002409,      -4.057566289
          0,           0,          19,      -4.829006123,      -4.649948581,      -5.052693001,      -4.101048502
          0,           0,          20,      -4.851769045,      -4.688915363,      -5.107982882,      -4.125634045
          0,           0,          21,       -4.89795091,      -4.726911826,      -5.161211326,      -4.162352315
          0,           0,          22,      -4.970303254,      -4.767995688,       -5.21179094,      -4.226344929
          0,           0,          23,      -5.052383005,      -4.814619088,      -5.259846859,      -4.315578842
          0,           0,          24,      -5.135423079,      -4.863088021,      -5.313807192,      -4.400888827
          0,           0,          25,      -5.224274291,      -4.911839807,      -5.365780499,      -4.484484168
          0,           0,          26,      -5.309558653,      -4.962164167,      -5.424270984,      -4.563627956
          0,           0,          27,      -5.385404043,      -5.014096835,        -5.4935763,      -4.646091086
          0,           0,          28,        -5.4456207,      -5.065414059,      -5.564880984,      -4.709147699
          0,           0,          29,       -5.51268294,      -5.116348915,      -5.625776816,      -4.770834651
          0,           0,          30,      -5.576648344,      -5.168079924,      -5.671938332,      -4.830453234
          0,           0,          31,      -5.619046952,      -5.217181719,      -5.709777979,      -4.882950667
          0,           0,          32,      -5.631250867,      -5.265104743,      -5.749763468,      -4.898540064
          0,           0,          33,      -5.628448528,      -5.310869565,       -5.78196865,      -4.891221349
          0,           0,          34,      -5.609784788,      -5.354704126,      -5.805193845,      -4.869316596
          0,           0,          35,      -5.613797083,      -5.402279377,      -5.854514017,      -4.888199038
          0,           0,          36,      -5.614401075,       -5.44769702,      -5.893751051,       -4.88738431
          0,           0,          37,      -5.631303797,      -5.491436771,      -5.921977352,      -4.894084695
          0,           0,          38,      -5.657300149,      -5.536792317,      -5.955908228,      -4.913501435
          0,           0,          39,      -5.702201043,      -5.585615701,      -6.014195057,      -4.968863553
          0,           0,          40,      -5.742019235,      -5.634559675,      -6.078929238,      -5.010501701
          0,           0,          41,      -5.787606076,      -5.682493551,      -6.134205745,      -5.049041216
          0,           0,          42,      -5.830326185,      -5.731333635,      -6.176443398,      -5.085017545
          0,           0,          43,      -5.872473529,      -5.779644318,      -6.223143893,      -5.135451659
          0,           0,          44,      -5.897680008,      -5.827897556,      -6.266658304,      -5.163304501
          0,           0,          45,      -5.906407274,      -5.866902578,      -6.279008419,      -5.168334941
          0,           0,          46,      -5.898067321,      -5.893321718,      -6.262892492,      -5.155877675
          0,           0,          47,      -5.904829513,      -5.924687253,      -6.291499642,      -5.173861038
          0,           0,          48,      -5.900342155,       -5.94551543,      -6.304106425,      -5.169559183
          0,           0,          49,      -5.890816315,      -5.953901615,      -6.287505627,      -5.154049534
          0,           0,          50,      -5.882651168,      -5.955000377,      -6.277307215,      -5.140922041
          0,           0,          51,       -5.90116729,      -5.978258831,      -6.334947093,      -5.171495575
          0,           0,          52,      -5.907425163,      -5.989323498,      -6.362751995,       -5.17758288
          0,           0,          53,      -5.914887129,      -5.994232628,      -6.364817548,      -5.177260519
          0,           0,          54,      -5.922377844,      -5.997813244,      -6.370193982,       -5.17883708
          0,           0,          55,      -5.949452462,      -6.023939371,      -6.416647526,      -5.216467197
          0,           0,          56,      -5.967763114,      -6.041345083,      -6.451345537,      -5.235173069
          0,           0,          57,      -5.983606998,      -6.052695678,      -6.457242576,      -5.244450934
          0,           0,          58,      -5.994744779,      -6.060640059,      -6.455152122,      -5.250177618
          0,           0,          59,      -6.024365392,      -6.088288229,       -6.50085862,        -5.2896202
          0,           0,          60,      -6.043129189,      -6.107964647,      -6.529909518,      -5.309015562
          0,           0,          61,      -6.056222682,      -6.120580754,      -6.527549592,      -5.316587265
