"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.353962921,      -4.298036958,      -4.079168099,      -3.332773622
          0,           0,           1,      -4.621333185,      -4.398476456,      -4.375222109,      -3.588656684
          0,           0,           2,      -4.751370499,      -4.462710483,      -4.452477038,      -3.715388702
          0,           0,           3,      -4.877201704,       -4.52946685,      -4.547752437,      -3.842986935
          0,           0,           4,      -5.004157728,      -4.610448953,      -4.662470054,      -3.973673684
          0,           0,           5,      -5.107442841,      -4.682193886,       -4.77983901,      -4.077518594
          0,           0,           6,      -5.197378238,      -4.742851323,      -4.886050913,      -4.168857373
          0,           0,           7,      -5.285687739,      -4.795459548,      -5.002015623,       -4.25627946
          0,           0,           8,      -5.377474112,       -4.84165583,      -5.119605754,      -4.344343079
          0,           0,           9,      -5.472018833,      -4.890832741,      -5.230395652,       -4.43785099
          0,           0,          10,      -5.554715779,      -4.932333007,      -5.338794354,      -4.518115648
          0,           0,          11,      -5.619637709,      -4.966786335,      -5.434602819,      -4.581568839
          0,           0,          12,      -5.684332282,      -5.005093925,      -5.526009204,       -4.64571492
          0,           0,          13,      -5.737470635,       -5.03578453,      -5.601569406,      -4.698559734
          0,           0,          14,      -5.783330634,      -5.062373252,      -5.664287661,      -4.744193712
          0,           0,          15,      -5.836349282,      -5.094038804,      -5.728590066,      -4.796572313
          0,           0,          16,      -5.878596628,      -5.120408632,      -5.784215048,      -4.838209692
          0,           0,          17,      -5.913417602,      -5.144104793,      -5.833762767,      -4.872583542
          0,           0,          18,      -5.946038606,      -5.168735564,       -5.88295271,       -4.90410286
          0,           0,          19,      -5.984038361,       -5.19683784,      -5.923560681,       -4.94315052
          0,           0,          20,      -6.017382221,      -5.220855932,       -5.96183717,      -4.975989888
          0,           0,          21,       -6.04655265,      -5.244951838,      -5.997380805,      -5.004066879
          0,           0,          22,      -6.084113136,      -5.274032754,      -6.029206377,      -5.042769202
          0,           0,          23,       -6.11486296,      -5.299123653,      -6.060456457,      -5.073211778
          0,           0,          24,       -6.13983097,       -5.32381427,      -6.090966301,      -5.097122523
          0,           0,          25,      -6.175263101,      -5.353753716,      -6.121946626,      -5.133671697
          0,           0,          26,      -6.203187407,      -5.379103355,      -6.152654235,      -5.161165761
          0,           0,          27,      -6.225743402,      -5.403168282,      -6.182105297,      -5.182395606
          0,           0,          28,      -6.260124937,      -5.432121408,      -6.211313561,      -5.217372079
          0,           0,          29,      -6.287538137,      -5.456113966,      -6.239518266,      -5.244015995
          0,           0,          30,      -6.309540695,       -5.47826089,      -6.265067184,      -5.264524562
          0,           0,          31,      -6.344117554,       -5.50634617,        -6.2914917,       -5.29925729
          0,           0,          32,      -6.371542508,      -5.529627673,      -6.316860313,      -5.325854205
          0,           0,          33,      -6.393268219,      -5.551346485,       -6.33886879,        -5.3462902
          0,           0,          34,      -6.427330147,      -5.579744201,      -6.364248309,      -5.380498573
          0,           0,          35,      -6.453843879,      -5.603336936,      -6.389057756,      -5.406472044
          0,           0,          36,       -6.47361746,      -5.625353099,      -6.409600035,      -5.425433617
          0,           0,          37,      -6.506719504,      -5.653840043,      -6.434970024,      -5.458759273
          0,           0,          38,      -6.532620603,      -5.677355306,      -6.460035652,      -5.484289813
