"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         146,      -8.770795116,      -8.699680534,      -9.069809312,      -8.023236706
          0,           0,         147,      -8.832062359,      -8.745206321,      -9.123985412,      -8.082097824
          0,           0,         148,      -8.897622807,      -8.792393965,      -9.179815657,      -8.144684239
          0,           0,         149,      -8.967612492,       -8.84172705,      -9.237488271,      -8.211942734
          0,           0,         150,      -9.041748495,      -8.893204362,      -9.297032244,      -8.283697831
          0,           0,         151,       -9.11828254,      -8.947190246,      -9.355307011,      -8.359245371
          0,           0,         152,      -9.197932075,      -9.002052941,      -9.416742393,      -8.437471205
          0,           0,         153,      -9.279687257,        -9.0579985,      -9.479101883,      -8.517444396
          0,           0,         154,      -9.359028582,       -9.11466964,      -9.537249201,      -8.597704151
          0,           0,         155,      -9.437437009,      -9.171741488,      -9.600463069,       -8.67625016
          0,           0,         156,       -9.50993934,      -9.228323356,        -9.6610721,      -8.748629887
          0,           0,         157,      -9.572415242,      -9.282750728,      -9.715439638,      -8.818650612
          0,           0,         158,       -9.62208557,      -9.337444802,      -9.775910356,      -8.873449156
          0,           0,         159,      -9.652664599,      -9.389119716,      -9.821318897,      -8.905243796
          0,           0,         160,      -9.658390585,      -9.437982268,      -9.848098094,      -8.911513146
          0,           0,         161,      -9.664474834,      -9.486160344,      -9.889605961,      -8.933328075
          0,           0,         162,      -9.646759105,      -9.528242395,      -9.907657482,      -8.918800819
          0,           0,         163,      -9.619273829,      -9.561578986,      -9.896735662,      -8.885944398
          0,           0,         164,      -9.588387812,      -9.588151176,      -9.884922601,      -8.853678416
          0,           0,         165,      -9.555593104,      -9.606247376,      -9.868673639,       -8.82093243
          0,           0,         166,      -9.528714549,       -9.62095256,      -9.860271906,      -8.793947992
          0,           0,         167,      -9.505297632,      -9.628838511,      -9.848809489,      -8.770336318
          0,           0,         168,       -9.47888732,      -9.622138447,      -9.820297427,      -8.740733136
          0,           0,         169,      -9.479989321,      -9.651064674,      -9.855946487,      -8.754616273
          0,           0,         170,      -9.473362665,      -9.656953462,      -9.862855865,      -8.748078938
          0,           0,         171,      -9.466684228,      -9.649951139,      -9.845249323,      -8.733833983
          0,           0,         172,      -9.460377857,      -9.641141604,      -9.831426359,      -8.721417661
          0,           0,         173,      -9.473619582,      -9.665842266,      -9.866822679,      -8.745634973
          0,           0,         174,      -9.478876492,      -9.671302118,      -9.876601225,      -8.751456305
          0,           0,         175,      -9.484478565,      -9.669544632,      -9.872143494,      -8.750261779
