"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          76,      -7.844018208,      -7.170001341,        -7.6181576,      -6.938923308
          0,           0,          77,      -7.871063438,      -7.201731291,      -7.640928714,      -6.968197832
          0,           0,          78,      -7.900135962,       -7.23487869,      -7.673586088,      -6.999853342
          0,           0,          79,      -7.924530465,      -7.266445829,      -7.694092657,      -7.024643191
          0,           0,          80,      -7.947619916,       -7.29721691,      -7.710126246,      -7.047471482
          0,           0,          81,      -7.981778895,      -7.331022263,      -7.750555451,      -7.086962664
          0,           0,          82,      -8.006272677,      -7.362555035,      -7.772357647,      -7.111868263
          0,           0,          83,      -8.028209502,       -7.39305227,       -7.78704193,      -7.132440634
          0,           0,          84,      -8.056891667,       -7.42586844,      -7.817755814,      -7.162826559
          0,           0,          85,      -8.088079357,      -7.458298491,      -7.849130079,      -7.198154241
          0,           0,          86,       -8.11071986,      -7.488883307,      -7.866365307,      -7.219668549
          0,           0,          87,       -8.13924531,      -7.521793476,      -7.897850607,      -7.249713771
          0,           0,          88,      -8.165339088,      -7.553220648,        -7.9209864,      -7.276385491
          0,           0,          89,      -8.193481969,      -7.584599887,      -7.945897317,      -7.306400201
          0,           0,          90,       -8.22370816,      -7.617957002,      -7.981008534,      -7.339321516
          0,           0,          91,      -8.249037499,      -7.649332075,      -8.003881648,      -7.364493119
          0,           0,          92,      -8.273256221,      -7.679762832,      -8.022419811,      -7.387705672
          0,           0,          93,      -8.308967815,      -7.714233459,      -8.065356243,      -7.429405383
          0,           0,          94,      -8.334586168,      -7.745754103,      -8.089582012,      -7.455010719
          0,           0,          95,      -8.357737488,      -7.775962931,      -8.106784609,      -7.476011346
          0,           0,          96,      -8.387615032,       -7.80907224,      -8.139888135,       -7.50758919
          0,           0,          97,      -8.420154486,      -7.841842261,      -8.173491907,      -7.544578136
          0,           0,          98,      -8.444057548,      -7.872246319,       -8.19308562,      -7.566755861
          0,           0,          99,      -8.473668872,      -7.905461423,      -8.226742796,      -7.597935395
          0,           0,         100,      -8.500869702,      -7.936895094,      -8.251971652,      -7.625552278
          0,           0,         101,      -8.530273735,      -7.968345949,      -8.278930514,      -7.656774892
          0,           0,         102,      -8.561513737,      -8.002100964,      -8.315962354,      -7.690957714
          0,           0,         103,      -8.587864373,      -8.033450246,      -8.340738002,      -7.716952404
          0,           0,         104,      -8.613274553,      -8.063721295,      -8.361259977,      -7.741055479
          0,           0,         105,      -8.649840513,      -8.098799211,      -8.405804057,      -7.784258452
          0,           0,         106,      -8.676429963,      -8.130309432,      -8.431775312,      -7.810683896
          0,           0,         107,      -8.700780225,      -8.160320397,      -8.450907325,      -7.832547656
          0,           0,         108,      -8.731503888,      -8.193652108,      -8.485669347,      -7.865189293
          0,           0,         109,       -8.76487106,      -8.226675812,      -8.520827352,      -7.903400139
          0,           0,         110,      -8.789990703,      -8.256938338,      -8.542337425,      -7.926564317
          0,           0,         111,      -8.820441734,      -8.290333208,      -8.577645897,      -7.958846804
          0,           0,         112,      -8.848615849,      -8.321723389,      -8.604630347,      -7.987523388
          0,           0,         113,      -8.879046773,      -8.353206938,      -8.633405005,      -8.019950952
          0,           0,         114,      -8.911072076,      -8.387145804,      -8.672067492,      -8.055316684
          0,           0,         115,      -8.938458709,      -8.418369129,      -8.698677897,      -8.082414603
          0,           0,         116,      -8.965135039,      -8.448466646,      -8.721280206,      -8.107819454
          0,           0,         117,      -9.002138361,      -8.483771752,      -8.767280897,       -8.15215287
          0,           0,         118,      -9.029775932,      -8.515072773,      -8.795113778,      -8.179703432
          0,           0,         119,      -9.055519847,       -8.54480809,      -8.816453155,      -8.202988762
          0,           0,         120,      -9.087036167,      -8.578004635,      -8.852975899,      -8.236831827
          0,           0,         121,      -9.120958488,       -8.61086852,      -8.889776235,      -8.276053856
          0,           0,         122,      -9.147453118,      -8.640784858,       -8.91350183,      -8.300670398
          0,           0,         123,      -9.178697637,      -8.673868636,      -8.950579189,      -8.334163748
          0,           0,         124,      -9.207862066,      -8.704839016,      -8.979525624,      -8.364102053
          0,           0,         125,      -9.239164529,      -8.735933277,      -9.010311297,      -8.397739776
          0,           0,         126,      -9.271807457,      -8.769380867,      -9.050654312,      -8.434167916
          0,           0,         127,      -9.300271536,      -8.800018566,      -9.079281101,      -8.462588629
          0,           0,         128,      -9.328256459,      -8.829589522,      -9.104227705,      -8.489600327
          0,           0,         129,      -9.365213523,      -8.864186637,      -9.151594174,      -8.534443705
          0,           0,         130,       -9.39390282,      -8.894734142,      -9.181427119,      -8.563251301
          0,           0,         131,      -9.421118139,      -8.923831381,      -9.205254866,      -8.588337029
          0,           0,         132,      -9.453259458,      -8.956158384,      -9.243591639,      -8.623265051
          0,           0,         133,      -9.487338644,      -8.988068999,      -9.282024393,      -8.662964401
          0,           0,         134,      -9.515223218,       -9.01722276,      -9.308226562,      -8.689303273
          0,           0,         135,      -9.547101151,      -9.049243057,      -9.347115216,       -8.72386292
          0,           0,         136,      -9.577145026,      -9.079257031,      -9.378187039,      -8.755028559
          0,           0,         137,      -9.609024547,      -9.109370381,      -9.411140924,       -8.78959093
          0,           0,         138,      -9.642031748,      -9.141515594,      -9.453146603,      -8.826704571
          0,           0,         139,      -9.667723967,      -9.168929139,       -9.47394199,      -8.846921999
          0,           0,         140,      -9.697151546,      -9.198411681,       -9.50280385,      -8.880239544
          0,           0,         141,       -9.73505902,      -9.231176845,      -9.554907619,       -8.92705578
          0,           0,         142,      -9.762345397,      -9.258944684,      -9.581228246,       -8.95131513
          0,           0,         143,      -9.791710999,      -9.288469588,      -9.611654709,      -8.984279671
          0,           0,         144,      -9.826144932,      -9.319454723,      -9.656920242,      -9.022954923
          0,           0,         145,      -9.857781376,      -9.348355495,      -9.691770803,      -9.056251948
          0,           0,         146,      -9.887840153,      -9.377953574,      -9.724731888,      -9.090207658
